timestamp,symbol,price
2024-10-10 14:38:07,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:07,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:07,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:07,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:07,BINANCE:BTCUSDT,61264.65
2024-10-10 14:38:07,BINANCE:BTCUSDT,61264.65
2024-10-10 14:38:07,BINANCE:BTCUSDT,61264.65
2024-10-10 14:38:08,BINANCE:ETHUSDT,2405.66
2024-10-10 14:38:08,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:08,BINANCE:BTCUSDT,61264.65
2024-10-10 14:38:08,BINANCE:BTCUSDT,61264.65
2024-10-10 14:38:08,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:08,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.65
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.66
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.67
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.67
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.76
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.76
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.87
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.87
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.88
2024-10-10 14:38:09,BINANCE:BTCUSDT,61264.88
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.01
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.01
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.01
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.88
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.88
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.89
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.89
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.89
2024-10-10 14:38:09,BINANCE:BTCUSDT,61265.89
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.02
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.03
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.03
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.04
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.5
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.5
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.5
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.5
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.5
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.5
2024-10-10 14:38:09,BINANCE:BTCUSDT,61266.5
2024-10-10 14:38:09,BINANCE:BTCUSDT,61267.87
